Wall time,Step,Value
1551963908.8411727,197,0.0
1551963910.6249273,198,0.0
1551963912.5487719,199,0.0
1551963912.9575713,200,0.0
1551963914.9189858,201,0.0
1551963915.8036811,202,0.0
1551963916.2736804,203,0.0
1551963918.147474,204,0.0
1551963918.6683862,205,1.0
1551963920.3251643,206,1.0
1551963921.3763914,207,2.0
1551963922.3942225,208,3.0
1551963922.8270242,209,3.0
1551963923.2202303,210,3.0
1551963924.5716422,211,3.0
1551963925.7994416,212,3.0
1551963927.2499087,213,4.0
1551963928.4401333,214,4.0
1551963928.990622,215,4.0
1551963929.497759,216,4.0
1551963930.903437,217,3.0
1551963932.470035,218,2.0
1551963934.2782145,219,2.0
1551963936.69691,220,2.0
1551963938.1776805,221,2.0
1551963938.4764671,222,2.0
1551963939.1660345,223,1.0
1551963940.238367,224,2.0
1551963941.4162884,225,1.0
1551963943.0409837,226,1.0
1551963944.8029768,227,1.0
1551963945.2341645,228,1.0
1551963947.625111,229,1.0
1551963948.8996105,230,1.0
1551963949.5190852,231,1.0
1551963950.7801301,232,1.0
1551963951.4143503,233,1.0
1551963952.2477825,234,0.0
1551963954.2014098,235,0.0
1551963955.9209678,236,0.0
1551963956.6331997,237,1.0
1551963958.1083395,238,1.0
1551963958.7171757,239,1.0
1551963960.8310568,240,1.0
1551963961.5532806,241,1.0
1551963962.0466208,242,1.0
1551963962.4378047,243,1.0
1551963964.4989896,244,1.0
1551963965.2442684,245,1.0
1551963966.9283457,246,1.0
1551963967.653241,247,0.0
1551963968.8251464,248,1.0
1551963969.9604554,249,2.0
1551963970.858748,250,2.0
1551963972.8028305,251,2.0
1551963973.519893,252,2.0
1551963974.7291644,253,3.0
1551963975.7647862,254,3.0
1551963976.6334476,255,3.0
1551963977.83132,256,4.0
1551963979.7257335,257,4.0
1551963982.0478094,258,3.0
1551963984.084028,259,2.0
1551963984.7522206,260,2.0
1551963985.9325874,261,3.0
1551963987.221567,262,4.0
1551963988.2836108,263,4.0
1551963989.0944023,264,4.0
1551963990.5462184,265,5.0
1551963990.8738523,266,4.0
1551963992.0309289,267,4.0
1551963992.6849997,268,5.0
1551963994.6512935,269,5.0
1551963995.400503,270,6.0
1551963995.7914293,271,5.0
1551963997.4518373,272,4.0
1551963998.818908,273,3.0
1551964000.9868884,274,3.0
1551964002.0752468,275,3.0
1551964003.7165773,276,3.0
1551964005.0166945,277,3.0
1551964005.744079,278,2.0
1551964006.9163897,279,3.0
1551964008.9532084,280,3.0
1551964010.0501125,281,3.0
1551964011.9098313,282,3.0
1551964013.3052523,283,4.0
1551964015.138344,284,5.0
1551964015.8297546,285,5.0
1551964017.8083465,286,6.0
1551964018.1502163,287,6.0
1551964019.2883465,288,7.0
1551964021.0983827,289,6.0
1551964023.2186105,290,5.0
1551964023.9665842,291,5.0
1551964024.6022,292,5.0
1551964026.7156444,293,4.0
1551964028.7691853,294,3.0
1551964029.1652944,295,2.0
1551964031.1291559,296,2.0
1551964032.3848925,297,3.0
1551964033.7616258,298,3.0
1551964035.4053614,299,3.0
1551964036.87041,300,4.0
1551964038.424572,301,4.0
1551964038.9592204,302,4.0
1551964039.7309427,303,5.0
1551964040.7781513,304,6.0
1551964041.3404431,305,6.0
1551964042.1422775,306,6.0
1551964042.7800906,307,5.0
1551964043.4674208,308,4.0
1551964044.2221994,309,5.0
1551964044.6934552,310,4.0
1551964045.4660494,311,5.0
1551964046.7692685,312,5.0
1551964047.2726429,313,4.0
1551964048.9912288,314,3.0
1551964049.6367157,315,4.0
1551964050.1955173,316,3.0
1551964051.4428532,317,3.0
1551964052.055304,318,3.0
1551964052.7227705,319,3.0
1551964053.6502602,320,4.0
1551964054.136169,321,4.0
1551964054.9185116,322,5.0
1551964055.6291387,323,6.0
1551964056.604433,324,6.0
1551964058.518425,325,6.0
1551964060.17466,326,7.0
1551964061.4373174,327,8.0
1551964062.7109306,328,8.0
1551964063.7489612,329,7.0
1551964065.4506838,330,7.0
1551964067.1775367,331,6.0
1551964068.366649,332,6.0
1551964069.3513825,333,6.0
1551964069.8940346,334,6.0
1551964070.4596212,335,5.0
1551964070.7314827,336,4.0
1551964071.9670644,337,3.0
1551964073.253399,338,4.0
1551964074.1887448,339,4.0
1551964075.064937,340,4.0
1551964075.4600968,341,4.0
1551964076.8207138,342,3.0
1551964077.396937,343,2.0
1551964079.2770433,344,3.0
1551964080.3543973,345,3.0
1551964081.1533751,346,3.0
1551964082.539261,347,4.0
1551964083.3083441,348,3.0
1551964083.9909976,349,3.0
1551964084.6381536,350,2.0
1551964086.5670474,351,2.0
1551964087.1144629,352,2.0
1551964088.328956,353,2.0
1551964089.0450385,354,2.0
1551964091.170649,355,2.0
1551964092.9846702,356,3.0
1551964094.004682,357,2.0
1551964094.9005132,358,3.0
1551964095.333364,359,3.0
1551964096.474359,360,4.0
1551964097.4323082,361,5.0
1551964099.4994721,362,6.0
1551964101.5384357,363,6.0
1551964102.4295373,364,5.0
1551964103.3523967,365,6.0
1551964104.546294,366,5.0
1551964105.6988623,367,5.0
1551964106.5788276,368,5.0
1551964107.6492567,369,5.0
1551964108.3339715,370,4.0
1551964109.106951,371,4.0
1551964110.0553398,372,4.0
1551964110.8837984,373,5.0
1551964112.183194,374,6.0
1551964113.9048429,375,5.0
1551964114.7049465,376,6.0
1551964115.9422736,377,7.0
1551964116.732018,378,7.0
1551964117.8820205,379,7.0
1551964118.4745636,380,7.0
1551964119.573565,381,7.0
1551964120.8033586,382,7.0
1551964122.0181963,383,7.0
1551964123.0629492,384,6.0
1551964124.1470852,385,7.0
1551964125.434509,386,7.0
1551964125.8314931,387,6.0
1551964127.2783322,388,6.0
1551964128.382892,389,7.0
1551964129.4928184,390,8.0
1551964131.2836611,391,8.0
1551964132.1857753,392,8.0
1551964132.7244596,393,7.0
1551964133.8805625,394,7.0
1551964134.923811,395,7.0
1551964135.9751759,396,7.0
1551964137.271465,397,8.0
1551964138.353994,398,8.0
1551964140.266047,399,8.0
1551964141.648013,400,8.0
1551964142.4236686,401,8.0
1551964143.6092393,402,8.0
1551964144.619481,403,9.0
1551964146.2552614,404,9.0
1551964146.6540189,405,8.0
1551964147.563789,406,8.0
1551964148.608363,407,8.0
1551964150.0113509,408,8.0
1551964151.0232642,409,8.0
1551964152.198498,410,8.0
1551964153.2244735,411,8.0
1551964154.423621,412,7.0
1551964155.3999655,413,7.0
1551964156.9883027,414,8.0
1551964158.373879,415,9.0
1551964159.875125,416,9.0
1551964160.7496352,417,9.0
1551964161.633033,418,9.0
1551964162.4556866,419,9.0
1551964163.6111052,420,9.0
1551964165.1599617,421,9.0
1551964166.5243003,422,10.0
1551964168.7769158,423,9.0
1551964169.9645119,424,9.0
1551964170.4406195,425,8.0
1551964170.9005399,426,7.0
1551964171.9150596,427,7.0
1551964173.1666708,428,7.0
1551964174.058004,429,7.0
1551964174.8871787,430,7.0
1551964175.8092515,431,6.0
1551964176.9320788,432,5.0
1551964178.5462904,433,6.0
1551964179.2141418,434,5.0
1551964183.2027998,435,5.0
1551964184.5720773,436,6.0
1551964186.409355,437,6.0
1551964187.385025,438,6.0
1551964188.2878704,439,5.0
1551964189.1078944,440,5.0
1551964190.0025632,441,6.0
1551964191.0184653,442,7.0
1551964191.8663151,443,7.0
1551964192.8230762,444,8.0
1551964194.2616515,445,8.0
1551964195.5939226,446,8.0
1551964196.964346,447,8.0
1551964198.2202554,448,8.0
1551964199.134908,449,9.0
1551964200.2203803,450,9.0
1551964201.1003478,451,9.0
1551964202.1222298,452,8.0
1551964203.1330404,453,8.0
1551964203.8279722,454,7.0
1551964205.481292,455,8.0
1551964207.0650537,456,8.0
1551964207.7585177,457,8.0
1551964208.600038,458,8.0
1551964209.6681497,459,8.0
1551964210.7064097,460,8.0
1551964211.5339415,461,8.0
1551964212.170376,462,8.0
1551964213.4910667,463,7.0
1551964214.5543063,464,8.0
1551964215.0071352,465,7.0
1551964216.3072433,466,7.0
1551964217.5774915,467,7.0
1551964219.1220424,468,6.0
1551964219.9762094,469,5.0
1551964221.0185266,470,4.0
1551964221.9942133,471,4.0
1551964223.0420694,472,4.0
1551964224.963778,473,5.0
1551964226.1797566,474,5.0
1551964227.4385927,475,6.0
1551964228.7607367,476,6.0
1551964229.541023,477,6.0
1551964230.571244,478,6.0
1551964231.4375052,479,6.0
1551964232.4929037,480,7.0
1551964232.93896,481,6.0
1551964233.935571,482,7.0
1551964235.5739136,483,7.0
1551964237.0983427,484,7.0
1551964238.027474,485,7.0
1551964239.2003784,486,7.0
1551964239.9991722,487,7.0
1551964240.7347775,488,8.0
1551964242.0342505,489,9.0
1551964243.1688373,490,9.0
1551964244.4415655,491,10.0
1551964245.8499448,492,9.0
1551964247.2954323,493,9.0
1551964249.1766748,494,8.0
1551964251.2524104,495,8.0
1551964252.2171369,496,8.0
1551964254.1337934,497,8.0
1551964255.2704895,498,8.0
1551964256.103906,499,8.0
1551964257.496459,500,8.0
1551964258.600716,501,8.0
1551964259.8120427,502,9.0
1551964261.1243443,503,9.0
1551964262.3637185,504,10.0
1551964263.7690551,505,9.0
1551964265.8254614,506,8.0
1551964267.1337664,507,8.0
1551964268.547383,508,8.0
1551964269.8778198,509,7.0
1551964271.1048617,510,7.0
1551964271.9779677,511,7.0
1551964273.3208418,512,6.0
1551964274.2369397,513,6.0
1551964275.1756408,514,6.0
1551964276.3357947,515,7.0
1551964277.4385092,516,8.0
1551964278.3932002,517,8.0
1551964279.3235881,518,7.0
1551964280.2649448,519,8.0
1551964281.3107886,520,8.0
1551964283.4303105,521,8.0
1551964285.310474,522,9.0
1551964286.4010541,523,9.0
1551964287.485888,524,9.0
1551964288.5342684,525,9.0
1551964289.7314625,526,9.0
1551964290.8806927,527,8.0
1551964292.3560379,528,9.0
1551964294.2697723,529,9.0
1551964295.4776275,530,8.0
1551964296.8326004,531,8.0
1551964298.072377,532,8.0
1551964299.7720647,533,8.0
1551964301.5931227,534,8.0
1551964303.461096,535,8.0
1551964305.6469648,536,8.0
1551964306.7765658,537,9.0
1551964307.7987776,538,9.0
1551964308.7377062,539,9.0
1551964309.6596084,540,10.0
1551964311.691947,541,10.0
1551964312.7418072,542,10.0
1551964313.656199,543,10.0
1551964315.1230807,544,10.0
1551964316.3304694,545,10.0
1551964318.268366,546,10.0
1551964320.6463182,547,10.0
1551964321.5921018,548,9.0
1551964322.7149804,549,9.0
1551964323.6906407,550,9.0
1551964325.249236,551,9.0
1551964327.8129957,552,9.0
1551964328.8874357,553,9.0
1551964329.9508305,554,9.0
1551964331.1670468,555,9.0
1551964332.1510065,556,9.0
1551964334.0042825,557,9.0
1551964336.0405686,558,10.0
1551964337.3414745,559,10.0
1551964338.9052355,560,10.0
1551964339.9615304,561,10.0
1551964340.7032394,562,10.0
1551964341.896581,563,10.0
1551964343.0046048,564,10.0
1551964344.2079687,565,10.0
1551964345.002594,566,10.0
1551964346.4148922,567,9.0
1551964348.6424525,568,9.0
1551964349.6484354,569,9.0
1551964350.6103346,570,9.0
1551964352.3762228,571,9.0
1551964353.5214295,572,9.0
1551964354.7063093,573,9.0
1551964355.1649642,574,8.0
1551964356.900728,575,8.0
1551964357.7853925,576,8.0
1551964359.0595756,577,9.0
1551964360.065231,578,9.0
1551964361.1029553,579,9.0
1551964362.6614377,580,9.0
1551964363.7536058,581,9.0
1551964365.0483007,582,9.0
1551964366.1398458,583,9.0
1551964367.6535642,584,9.0
1551964368.5866592,585,9.0
1551964369.7429955,586,9.0
1551964370.6718535,587,9.0
1551964371.7549942,588,9.0
1551964372.601576,589,9.0
1551964373.423849,590,9.0
1551964374.3479817,591,9.0
1551964375.287399,592,9.0
1551964376.2282512,593,8.0
1551964377.3698964,594,9.0
1551964378.3956718,595,9.0
1551964379.7989523,596,9.0
1551964380.7976751,597,9.0
1551964381.7161794,598,9.0
1551964382.605029,599,9.0
1551964383.585153,600,9.0
1551964384.5755708,601,9.0
1551964385.921093,602,9.0
1551964387.1824062,603,10.0
1551964389.0628057,604,10.0
1551964390.7538161,605,10.0
1551964391.7633379,606,10.0
1551964392.6706667,607,10.0
1551964393.5459352,608,10.0
1551964394.774161,609,10.0
1551964396.497687,610,10.0
1551964397.9199648,611,9.0
1551964399.025535,612,9.0
1551964400.154427,613,9.0
1551964401.1820014,614,9.0
1551964402.3809955,615,9.0
1551964403.299687,616,9.0
1551964405.0589566,617,9.0
1551964406.0560982,618,9.0
1551964406.785281,619,9.0
1551964408.7992532,620,8.0
1551964410.4863212,621,8.0
1551964412.2681773,622,8.0
1551964413.718449,623,8.0
1551964415.2378469,624,8.0
1551964416.339751,625,8.0
1551964417.3948104,626,8.0
1551964418.1711938,627,7.0
1551964419.1259532,628,7.0
1551964419.9983997,629,7.0
1551964421.0079484,630,8.0
1551964421.9442663,631,9.0
1551964423.4331956,632,9.0
1551964425.4813669,633,9.0
1551964426.5136688,634,9.0
1551964427.4273953,635,8.0
1551964428.5117977,636,8.0
1551964428.989566,637,8.0
1551964430.0954883,638,8.0
1551964431.344115,639,8.0
1551964432.3790045,640,8.0
1551964433.471681,641,8.0
1551964434.947699,642,8.0
1551964436.680281,643,8.0
1551964437.1675136,644,7.0
1551964438.1539302,645,8.0
1551964439.2252352,646,8.0
1551964440.2661545,647,9.0
1551964441.3817496,648,9.0
1551964443.3186798,649,8.0
1551964444.4280636,650,8.0
1551964445.3305478,651,7.0
1551964446.4779131,652,6.0
1551964447.4536078,653,6.0
1551964448.994723,654,7.0
1551964450.1628919,655,6.0
1551964450.9926312,656,6.0
1551964451.8626769,657,5.0
1551964452.9297278,658,5.0
1551964454.4683378,659,6.0
1551964455.525119,660,6.0
1551964457.1545358,661,7.0
1551964458.277371,662,8.0
1551964459.654089,663,7.0
1551964460.6095634,664,7.0
1551964461.6983306,665,8.0
1551964462.7100818,666,8.0
1551964463.694985,667,9.0
1551964465.0737898,668,9.0
1551964465.4704108,669,8.0
1551964466.269452,670,8.0
1551964467.0905936,671,8.0
1551964468.3108451,672,8.0
1551964470.3400548,673,9.0
1551964471.8862298,674,8.0
1551964472.565195,675,8.0
1551964473.8563902,676,8.0
1551964476.5726674,677,8.0
1551964477.6340628,678,8.0
1551964478.6118479,679,9.0
1551964479.829366,680,9.0
1551964481.0575707,681,9.0
1551964482.311246,682,9.0
1551964483.2325406,683,9.0
1551964484.3437326,684,10.0
1551964485.4049897,685,10.0
1551964486.3754175,686,10.0
1551964487.521856,687,10.0
1551964488.738906,688,10.0
1551964489.474503,689,10.0
1551964490.6237586,690,10.0
1551964491.7976186,691,10.0
1551964492.7975574,692,10.0
1551964494.1949477,693,10.0
1551964495.6379282,694,9.0
1551964497.20036,695,9.0
1551964498.0762494,696,9.0
1551964499.049779,697,9.0
1551964500.463433,698,9.0
1551964501.7518914,699,9.0
1551964502.7912407,700,9.0
1551964503.887669,701,9.0
1551964504.9658084,702,9.0
1551964505.8482106,703,9.0
1551964507.16483,704,10.0
1551964508.1378973,705,10.0
1551964508.9704483,706,9.0
1551964510.6461518,707,9.0
1551964511.9993372,708,8.0
1551964513.1019745,709,7.0
1551964514.3748112,710,7.0
1551964515.6161187,711,7.0
1551964516.4752967,712,7.0
1551964517.4579926,713,7.0
1551964518.564882,714,7.0
1551964519.6028578,715,7.0
1551964521.3266735,716,8.0
1551964522.8382852,717,8.0
1551964523.950741,718,9.0
1551964525.1253638,719,10.0
1551964526.6634548,720,9.0
1551964528.0034072,721,9.0
1551964528.9720087,722,9.0
1551964530.344569,723,9.0
1551964532.0826266,724,9.0
1551964533.0326695,725,9.0
1551964533.5461628,726,8.0
1551964534.7974172,727,7.0
1551964536.1195161,728,7.0
1551964537.8080065,729,7.0
1551964538.7029407,730,8.0
1551964539.7577999,731,8.0
1551964541.2920098,732,8.0
1551964542.974325,733,8.0
1551964544.15812,734,8.0
1551964545.211717,735,8.0
1551964546.4461405,736,9.0
1551964547.8964152,737,10.0
1551964549.0867324,738,10.0
1551964549.9484086,739,10.0
1551964551.582257,740,10.0
1551964552.0324671,741,9.0
1551964553.04596,742,9.0
1551964553.904119,743,9.0
1551964555.4740176,744,9.0
1551964556.3344388,745,9.0
1551964557.21619,746,9.0
1551964558.3505368,747,9.0
1551964559.0048008,748,9.0
1551964559.9777727,749,8.0
1551964561.2739968,750,8.0
1551964562.5520334,751,9.0
1551964563.7670012,752,9.0
1551964564.1328433,753,8.0
1551964565.3421073,754,8.0
1551964566.6547513,755,7.0
1551964567.561265,756,7.0
1551964568.5446932,757,7.0
1551964569.563159,758,7.0
1551964570.5334885,759,8.0
1551964571.210329,760,8.0
1551964572.2016692,761,7.0
1551964573.1986244,762,7.0
1551964574.2479703,763,8.0
1551964575.5014713,764,8.0
1551964576.3433807,765,8.0
1551964577.2277668,766,8.0
1551964578.1274772,767,8.0
1551964579.0742862,768,8.0
1551964580.089495,769,8.0
1551964581.7178116,770,8.0
1551964582.8480587,771,9.0
1551964583.7997503,772,8.0
1551964585.0606418,773,8.0
1551964586.2475996,774,8.0
1551964587.9593148,775,9.0
1551964589.3471253,776,9.0
1551964590.920815,777,9.0
1551964591.822448,778,9.0
1551964593.0429394,779,9.0
1551964594.613825,780,9.0
1551964595.6993918,781,9.0
1551964596.7534568,782,9.0
1551964597.7946527,783,9.0
1551964599.7784536,784,9.0
1551964601.5419421,785,9.0
1551964603.657568,786,9.0
1551964604.343929,787,8.0
1551964605.292965,788,7.0
1551964606.3065073,789,7.0
1551964607.3730159,790,7.0
1551964608.8845756,791,7.0
1551964609.9300127,792,8.0
1551964611.3985283,793,8.0
1551964612.512981,794,7.0
1551964613.7508,795,7.0
1551964614.6827211,796,7.0
1551964615.7945993,797,8.0
1551964616.782762,798,9.0
1551964618.2326596,799,9.0
1551964619.198573,800,9.0
1551964620.6110551,801,8.0
1551964621.700859,802,8.0
1551964623.1729665,803,8.0
1551964625.217849,804,9.0
1551964626.4478161,805,9.0
1551964627.284817,806,9.0
1551964628.4173026,807,9.0
1551964629.3497806,808,9.0
1551964631.1096666,809,9.0
1551964633.1804745,810,9.0
1551964633.709354,811,9.0
1551964634.7626045,812,9.0
1551964635.7317822,813,9.0
1551964637.108553,814,9.0
1551964639.1198912,815,8.0
1551964640.2516296,816,8.0
1551964641.2450187,817,8.0
1551964642.846717,818,8.0
1551964643.7154706,819,8.0
1551964645.1133757,820,8.0
1551964646.0309849,821,9.0
1551964647.038702,822,9.0
1551964648.2696342,823,9.0
1551964649.7084117,824,9.0
1551964651.1632214,825,10.0
1551964652.5758882,826,10.0
1551964653.0594141,827,9.0
1551964653.9187276,828,9.0
1551964654.8631477,829,9.0
1551964655.9570649,830,9.0
1551964658.22964,831,9.0
1551964659.6036124,832,9.0
1551964660.7856445,833,9.0
1551964662.313538,834,9.0
1551964663.640674,835,9.0
1551964664.5645397,836,9.0
1551964665.5531178,837,10.0
1551964666.9088213,838,10.0
1551964667.7963107,839,10.0
1551964669.7656114,840,9.0
1551964670.5661666,841,9.0
1551964671.7733696,842,9.0
1551964673.6319954,843,9.0
1551964674.8311682,844,9.0
1551964676.6898146,845,9.0
1551964678.0880675,846,9.0
1551964679.8932238,847,9.0
1551964681.4947977,848,9.0
1551964683.2290237,849,9.0
1551964685.0856113,850,10.0
1551964686.7654305,851,10.0
1551964687.8775647,852,10.0
1551964688.930085,853,10.0
1551964690.3894157,854,10.0
1551964691.3691611,855,10.0
1551964692.452684,856,10.0
1551964693.4646726,857,10.0
1551964694.323338,858,9.0
1551964695.314781,859,9.0
1551964696.1918776,860,9.0
1551964697.1452477,861,9.0
1551964698.138164,862,8.0
1551964699.073738,863,8.0
1551964700.505542,864,8.0
1551964702.137063,865,8.0
1551964703.0244796,866,8.0
1551964704.079383,867,8.0
1551964706.2630694,868,9.0
1551964708.2506053,869,9.0
1551964710.6558533,870,9.0
1551964712.089486,871,9.0
1551964713.7511833,872,10.0
